,latitude,longitude
0,39.856929723343384,116.08871446343753
1,39.89894217851291,116.02681114396619
2,39.94771945252526,116.10472222375085
3,39.99039308168116,116.06069865731368
4,39.787144965497795,116.14378460660205
5,39.82902369247476,116.2049484809791
6,39.89573131650664,116.19836910186584
7,39.93515101835945,116.18741982399006
8,39.795872763347056,116.26733308827039
9,39.827232167280314,116.28337240541269
10,39.86714679127348,116.25195975815808
11,39.86573470935276,116.28213650044555
12,39.90153862199238,116.26087598333085
13,39.93271475630397,116.26552802150933
14,39.89454032014765,116.30299215455729
15,39.92241566515869,116.30606620302456
16,39.770029428175114,116.30552435281314
17,39.7496851236861,116.3355778636131
18,39.8191239213683,116.33521799558518
19,39.86304442131219,116.33822253806727
20,39.86922715541667,116.36454979930335
21,39.905166357599086,116.33387369389294
22,39.907793263719505,116.35557541378219
23,40.06131276546827,116.03845267586102
24,40.08385666970841,116.09787778120518
25,40.15276881264359,116.14914785761407
26,39.99315609445815,116.19057570840086
27,39.98848049627741,116.22064137948836
28,40.05797273751159,116.19520683157667
29,40.01295011976987,116.26679657065465
30,40.05585784792038,116.24501979175528
31,40.051628917294025,116.29576067368926
32,40.03698748691846,116.30533354994711
33,40.07278697433014,116.31227195640174
34,40.07915386702122,116.33726935450511
35,40.1216606710605,116.27744335756198
36,40.155489742445376,116.24574283525696
37,39.9635071212165,116.27118781526012
38,39.95240484732867,116.3016753558563
39,39.976153456617254,116.31052483810002
40,39.9894743014739,116.30042475940571
41,39.936668065461966,116.34046295407181
42,39.950490443183256,116.36237590982778
43,39.962771480130726,116.33050668532773
44,39.976724733872196,116.3315004994339
45,39.98569002944837,116.35075527398978
46,39.97893662249522,116.37398301302728
47,40.00559274918466,116.36964715510132
48,40.036172463808775,116.37553578306228
49,39.99504348424346,116.32937764267267
50,40.00685458959637,116.31899745799107
51,40.03276295899898,116.32095892008623
52,40.02856818422573,116.34580855973981
53,39.813817490891054,116.41362415402187
54,39.86415451754951,116.422114411656
55,39.86544894257574,116.38917646888828
56,39.8934851968952,116.39000022440165
57,39.90838169670189,116.39810221163275
58,39.90068507027446,116.42503500053466
59,39.9153862887598,116.43433261619063
60,39.93243669692264,116.42825053232383
61,39.89500532550896,116.46349822398346
62,39.92489394450229,116.46568201574401
63,39.94417297551564,116.48863224009385
64,39.92514954874707,116.53261399575793
65,39.795119874571974,116.5233583162859
66,39.861316293458316,116.48302282356973
67,39.87058802363925,116.54355491279189
68,39.82071440323132,116.60964920605967
69,39.873374984569516,116.66414015171776
70,39.925259884943635,116.5834773111148
71,39.917889936732145,116.64140016776246
72,39.953942566652536,116.70646652148308
73,39.79431247268722,116.76960957015423
74,39.94751633835877,116.78134091464494
75,40.032292434959096,116.74128271331672
76,39.95956068750471,116.39722392461108
77,39.948728917719734,116.41779969769877
78,39.971009637324656,116.42094817461843
79,39.98884228725218,116.40947013642077
80,39.95981171347554,116.45443633577082
81,39.985909263712685,116.44957715909045
82,39.97468463958615,116.48185259440501
83,39.99757333119509,116.49957517044868
84,40.04930093100456,116.40476848925046
85,40.06071713582005,116.40538914812156
86,40.082381177731634,116.41031932794652
87,40.023672216637564,116.40611868024995
88,40.032441443947825,116.42409385910075
89,40.019921369426214,116.44245687517282
90,40.02692058107693,116.46464450122576
91,40.06095543882031,116.47925847999335
92,40.10072093219839,116.4757702182385
93,40.15054444104605,116.46663809642543
94,40.14568076560832,116.5285700896737
95,40.02308273246677,116.53060922799871
96,40.07603037783898,116.54945263940647
97,40.05246882155677,116.57515948480854
98,40.068197785788776,116.60138392934387
99,40.126245465401524,116.64952980627696
